image_path,season,pond
datasets/train_on_2025_all\images\GX010666_MP4-0085_jpg.rf.aebb00ce57c072c0ae7aa8dcc3ae27e4.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0087_jpg.rf.fde8318ddef6f1508df32ed68db23926.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0088_jpg.rf.72e822e70d71675a03e723d3f56268a6.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0089_jpg.rf.649eb6b06ebef2c703a9b301aab8fd48.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0089_jpg.rf.8d1b03aac552dd7ce192573f1d09842f.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0089_jpg.rf.fcda23c0c7f4b06a144f7985940cf88d.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0091_jpg.rf.72492f592e957fe2702cb9cf8068903b.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0091_jpg.rf.84c907624e97546e739cbf56271da155.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0092_jpg.rf.2e8b876a83a0b31ec37b3fdcfbdae75d.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0097_jpg.rf.7146863966a15f31abef1f6055438ffe.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0100_jpg.rf.502fdff33c1c263cd859045822530126.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0100_jpg.rf.93182386893c35ca15f2a6e57d022623.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0101_jpg.rf.25c3654462a1f7064bd6fa2e85241e89.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0101_jpg.rf.c7894974f6bd06f902fa178e3caf7e07.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0105_jpg.rf.3a3c59158503fec4edacbb59584dc227.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0105_jpg.rf.e99df6f0e1741e8b1a39afd5e11017f8.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0106_jpg.rf.18ec1c13692396dcb4c069714c85e2e6.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0106_jpg.rf.cdc1d0e1c3c3e31ae82e83def4bf4cd3.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0108_jpg.rf.d032f0a7adbfec6a6e9f7c8b42768add.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0123_jpg.rf.a58e906d6d470bdf066710f10177bca9.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0123_jpg.rf.d30278d147b7b7341c5f1ce8ce32d1d4.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0124_jpg.rf.0b236bafc24dbef9a26048c9eb207d65.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0124_jpg.rf.9fdc505dc82f7e5e34df4ff3270e5822.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0124_jpg.rf.ebeda627a778d20a68feb04146376726.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0126_jpg.rf.30f96019850c0c2e4efc0317b535a06a.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0126_jpg.rf.fe40fc7c4382052b19922790a5ee30d0.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0131_jpg.rf.6291ba1b5d270531bbcc5d8de8f0ad57.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0131_jpg.rf.8738a4b1d43250099d4594a372bb4d9a.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0132_jpg.rf.f3ba8324dbf8b76ea19272939096bfb6.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0133_jpg.rf.6f4690f5840ebefa437c64a4d1791fec.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0133_jpg.rf.7fc43c0792082e2e74b7fb7c5f00607c.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0133_jpg.rf.8ca289ebb473b8253e6ffd00f2dbb911.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0134_jpg.rf.4591e6c9000b48f3f91a07bc89f2dbc3.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0134_jpg.rf.a1711a5d41b756706b44a35aa6c481ef.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0134_jpg.rf.b425d32ef26b9291d6496f975eaca287.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0135_jpg.rf.baebaf20dac8bff8ffbe78786151f82d.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0136_jpg.rf.f7b7aa7003daaf0d57af5b90cd55354e.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0137_jpg.rf.87bf3be20cc98b447ddec776982c8d05.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0138_jpg.rf.c8f31b83cb2c4207c1492f2f3671e9fd.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0138_jpg.rf.e2f34b34fb888e564d8ce0bdb7ac4c80.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0138_jpg.rf.f958eaafb2d607837ef3fa2ba4d32ed6.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0139_jpg.rf.096be98e60f57b5b24e59d5a12700dfd.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0139_jpg.rf.edb45427a0218808213d14ee3aff459c.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0140_jpg.rf.cc1eb0d54aa1af3928b44596161f822b.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0141_jpg.rf.d9e04f06325b708f4e9db8c24be4df7b.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0143_jpg.rf.3b3714e69fadc3c1f526d86a9a73ac0b.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0144_jpg.rf.11d7195f98f72f7526bc18e580887100.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0145_jpg.rf.6271beeae2e67ba164e69aa10b0407d9.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0145_jpg.rf.6ebbf54dadd39a064c2c0963a073e58c.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0147_jpg.rf.a4bf1f54698fd55138d2486a0098ae38.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0147_jpg.rf.eb40812099a25e93b2e0098b89d6e934.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0148_jpg.rf.6a9de4138517425a8d338d5a0a633209.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0148_jpg.rf.badcafbe5ee4b71bac4cba467275afe2.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0150_jpg.rf.477f9d4d825700b656315f6db744e5a7.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0155_jpg.rf.65952bbc95be280353de100e1254694c.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0155_jpg.rf.b3c71857ace56f29fdf0d827a32ce292.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0156_jpg.rf.33853f20f39d1be8493da06f0e727cd9.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0156_jpg.rf.bc7ed49f53055dcb96211486d566f5ca.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0157_jpg.rf.70bd22376696a85b8cbfead72f39979e.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0157_jpg.rf.d1a19ca91e20e33c86bc426ab58b9b6a.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0158_jpg.rf.4c572973d94751f1317d4be6923cb4f9.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0159_jpg.rf.3310bb4cc409642710ebfa35741a5d90.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0159_jpg.rf.4aedae02c6408d2539c7bc223344752e.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0160_jpg.rf.b14b92aec6afef7442c79fcd11b79d6b.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0161_jpg.rf.af237fdb0ea95cebd9938d5ec30d7be7.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0162_jpg.rf.6c7c0dfc16938edce4905b9bdbd682da.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0162_jpg.rf.e61f8799b97a1e2c8a984a57382f41b2.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0163_jpg.rf.b1e929af3d9b8eba18923a12a9bb9404.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0163_jpg.rf.b3d9b32e77c238ea7c913a0fb9ed2a58.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0163_jpg.rf.bdebca9e2b090a0307e55958a6fcbd50.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0165_jpg.rf.f3ebcce7f4754858d77be8861d25714b.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0167_jpg.rf.6a0e0bc9f86616b11bafe77a22cd807a.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0167_jpg.rf.bcd241de4f353ce25dafea894e1bcc84.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0168_jpg.rf.a2130e37f5fa90da071027d42512e4a8.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0169_jpg.rf.29e84e9b2e5c4b68d64b182f1b4cacf2.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0169_jpg.rf.5f8256fad6bc897b78fecf90de26d28c.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0169_jpg.rf.9d6d0ef80e13c150669e0e47ae7f610f.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0171_jpg.rf.1c7516576d284f20ea2b6c55c0196473.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0171_jpg.rf.5892df0c9b680b17d687a289dc7bf3fd.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0172_jpg.rf.46ea6603d3f6280cc7dc482b2d241ddf.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0172_jpg.rf.62f62321b1ee7b732dbdd0dc76e6256e.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0172_jpg.rf.da06a409a3ae69c2308af3cded9459f6.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0173_jpg.rf.44849976f50e5e88c8366d77187afc24.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0173_jpg.rf.cecbed30207820d1ca456fe9cb3b5d3f.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0174_jpg.rf.e6399b7bc5b4dea7d41283ab5627802b.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0176_jpg.rf.73a07a057763a46858d070591e58cd6e.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0178_jpg.rf.d3ed4cacc4b5e9b3b8dd7df61bd783b1.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0178_jpg.rf.d552a067f5d78ef0949e2259b0a93d21.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0179_jpg.rf.b4bc56fdd74196573fe395c5c211b790.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0180_jpg.rf.33bf07bd8c302a0bc5c64f11bfe912c7.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0181_jpg.rf.827bdda7c9926d29e700ea6a777b0928.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0182_jpg.rf.588dbf4cfd7db242b47f3d6ec0e111ab.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0182_jpg.rf.8baf7fe782c37fbb5fb614c5cfd6d8e9.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0184_jpg.rf.4fa0ee02a81f8f70bbbeb4ca5582b0ea.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0185_jpg.rf.40388c56d9b0ca52d9facdda9509e263.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0185_jpg.rf.5a2e8cac7f4d033184a3acc15a3a9196.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0186_jpg.rf.07825e8e2fb4f424b3de3158f563cb74.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0186_jpg.rf.9ef2417ae4f277ba1e0577b6c9dbe6b7.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0187_jpg.rf.5fd44cda6ace0f37958a27b738e8df80.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0187_jpg.rf.cf744328786a0109e02ec6aa7061fd26.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0190_jpg.rf.93299b04d6fa31fa6b4659a66ab998e4.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0190_jpg.rf.b20456ae0138a081a09874033b8e5e8d.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0192_jpg.rf.72e880c4f038d84a489b78ffd2548522.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0192_jpg.rf.82de175dd379ee194d3192d21afb5273.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0193_jpg.rf.5c17f224fe9877bf01f9129f645dfd97.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0193_jpg.rf.68ff82daca9be7008b6e505503704940.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0193_jpg.rf.ba092eac9df69c09df0dc25577be5691.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0194_jpg.rf.0f7d6d56318782aad07b413f4e75908d.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0198_jpg.rf.283151b5d3fce0ffe6c930b2f8e8267e.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0198_jpg.rf.b011c265ff56895e5c19ae7c9f252019.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0200_jpg.rf.af995ff50b479a883f01ed8bd1ba1d6f.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0200_jpg.rf.c3a9e9170c77a8dcb74e165d528ef0c2.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0201_jpg.rf.442c7a0afb25aca8855f9b184df47990.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0201_jpg.rf.d293cac97db7deb772909bbf501cc2ab.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0202_jpg.rf.0f34f63cbc64f1c4102ef818fbb1a577.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0203_jpg.rf.c8720c4d742e6f04e580e268f8fd6880.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0203_jpg.rf.c8dc3bc4e44c4aa691c9d82be9761b5e.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0204_jpg.rf.1c0fd056a5097543ac62a73e535b29d8.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0205_jpg.rf.535948819d54267c35bc97fc5eeee964.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0206_jpg.rf.cba51445898514391cea0cb662b0dfaa.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0207_jpg.rf.391c2af893fa2e8b0a8863aaa13e9adf.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0208_jpg.rf.63c4ab67d152de95669dcf8813e98940.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0208_jpg.rf.b1a2e910432d763441e0dfd2be0ad3ee.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0209_jpg.rf.869300b676a0b6988e255bb117b4c2a5.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0209_jpg.rf.f5dda281d1750c5925f7b171a141fa47.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0210_jpg.rf.2a8538dd18b6e5de821fa0588e54d7cd.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0211_jpg.rf.73d22322dcc5293b8cdfbd0958b6040e.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0212_jpg.rf.60ed6a21b75a73f884561b0550d4b09e.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0213_jpg.rf.3e01db7f7fb7a7fa3a81aeda45283943.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0213_jpg.rf.3f37a5a0a36239ebb06fc4dfe704192c.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0214_jpg.rf.5087b94e46b13770795ebbb0d81decfb.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0214_jpg.rf.ddd844e8752a00af32758e4abfe25dc6.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0215_jpg.rf.34ca13da01dab69197e32d85b34fafac.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0216_jpg.rf.156cf52bf7334e2de5742016d61ba008.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0216_jpg.rf.eab982db9819b08c17b7d2ad2d868916.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0217_jpg.rf.b2868d406aaa70980ee0db3c1490d585.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0217_jpg.rf.b6d5ce03605fba9cec0ae944c6a1a82a.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0217_jpg.rf.c0a275675fb869b3a67b6ea9948d3c4c.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0218_jpg.rf.03945d15b90f9c82f3c1168683062297.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0219_jpg.rf.821b03e17a38da7ac301654981fbb814.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0219_jpg.rf.8d1f00e84b096903c479ca934df28d3b.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0220_jpg.rf.9cf9576024ac46ad993febc8c22dc5b7.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0220_jpg.rf.dc61712d01b2dd620ca05a94ebb21bba.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0220_jpg.rf.f1a51d7821618007fbae8a311a109dcb.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0221_jpg.rf.11c578fb0fe021fda84a94ff20209c07.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0221_jpg.rf.a7b8f500f71bf7222a1a51ebc0e1df30.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0223_jpg.rf.a9a0b71e6a3ee7ff6187dbb23927d430.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0224_jpg.rf.f0b5cdca336dc45154ebbef3e1ec88ee.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0233_jpg.rf.4f9c33d60ba89013945822ca407399dd.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0233_jpg.rf.ee7adcecef2ecef160d9111c3024a6ee.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0234_jpg.rf.0046a18b6b6341a6b0577bed2f3ff9cc.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0234_jpg.rf.283ad4d4571921b505e240613c393d16.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0235_jpg.rf.1df35261b7bb961f15d3f10839f4bee7.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0235_jpg.rf.a1d9632b71e16a802e2fc8077bad9ef7.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0236_jpg.rf.f3e4f768f645fc75869fbd929e47f665.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0237_jpg.rf.22f143b0bda972142b3bce3cfe6b1637.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0237_jpg.rf.6134c4816c818248cf712097b105fb6c.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0237_jpg.rf.c6a8286f4911e29664929f50f2d9bc47.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0238_jpg.rf.cf35732d2b7e5f03386490ee48cfacd1.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0239_jpg.rf.901dfedecf6861e054646134ebd518fc.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0240_jpg.rf.4381ab9b93fd492910f3cc1271da97c1.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0242_jpg.rf.c32789f640f8532c307377350792fa03.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0242_jpg.rf.c78a4c588922f20b487b5e1713827d17.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0242_jpg.rf.fcec15f1c899b21cf8d01d84f7fc36ad.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0243_jpg.rf.373368c29a5a8c0855dbba72cb6e2a2c.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0243_jpg.rf.586555e074f7520c1bb9669c2748aaf0.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0246_jpg.rf.35bd3515d446d501e0c3ae02f3e55b13.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0247_jpg.rf.23ab8a02e173d3d91b3a35158c52de5b.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0248_jpg.rf.38bb7257e89b2483aacaa1f326a50358.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0249_jpg.rf.20c64e63a5ba1abeac1d0f605db40a6c.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0249_jpg.rf.d147ed8b123fcc9b8e2035d06cbf78d1.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0252_jpg.rf.aa818fe2702cc0d7ea1b618a699c237d.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0253_jpg.rf.ecd4e0000fdc5152fc73ffc3e3e91cd3.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0255_jpg.rf.065922a23ea8d45c3728b53f1b9306b9.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0256_jpg.rf.a75c171a6e098e032eba47a2d3428d00.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0257_jpg.rf.fd8ea6106f8bb72e4b375e27014b3db3.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0258_jpg.rf.c723f6b46b891d222ce3a64bc0514fa9.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0259_jpg.rf.b35daf3075eb23a5ee1bec3e101dde2b.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0260_jpg.rf.b73e23de496afd12018854489edccd82.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0262_jpg.rf.1a748f3725ff6d37f2c3e62ef85441d3.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0262_jpg.rf.9d0a09a8700244744c1202f0699fa64d.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0264_jpg.rf.0c5afebcde9c625d909af8070bb5686b.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0265_jpg.rf.2263a2fa2eb4017037859c64dd23f925.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0271_jpg.rf.5c4149e5f182ba87d4712c371fa7354f.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0272_jpg.rf.41b7fc9c93b3a473fff1731e8b82212a.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0281_jpg.rf.5c62fa6f13a8f801e2e641e7b831aa44.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0281_jpg.rf.f74f3beaf729a406e0a3582b92002588.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0282_jpg.rf.6f6b4eabdf6c36c15d9f50db6559e724.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0283_jpg.rf.b1a3f22c0d71a851e8d9a1429a018e3a.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0283_jpg.rf.c850cb0909ff3d2c54e1697b8c2a8cc4.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0286_jpg.rf.188746edd256d352cbcda4c4068236dc.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0286_jpg.rf.a1dabdb37d7a2e62c6363ca3c95d2d2a.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0287_jpg.rf.3a728097d1fb67ddf5248d946b7c64f9.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0287_jpg.rf.58a25fedd9743b99b7d5c559cd159018.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0288_jpg.rf.6fbe92385be4df4b45eed5f8fec96d26.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0289_jpg.rf.de4ebda1fbb691af5aaed9cfd2f8b50a.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0295_jpg.rf.95d2ef06dd5257a254cf04b4c510be8d.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0298_jpg.rf.4fcdd278799a00e4c5c81857fecacd41.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0300_jpg.rf.e03031aaf73217325382256572c1f6fc.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0302_jpg.rf.f65229f730bc3003c066f8ec9bb16c68.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0302_jpg.rf.fe91c308598096d2c5068267830d41ab.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0305_jpg.rf.da2fa2e07491c4833e9837818dc85384.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0306_jpg.rf.86fa0ac0caf195213ce0fae4faa896ea.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0309_jpg.rf.84646b315ebed512e500219ee6e561cd.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0310_jpg.rf.8f43f3c617552358de822537d85aaf92.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0310_jpg.rf.cbc11e24136832c3e5b62741d3057572.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0310_jpg.rf.f824889c5990937dcfcc30c4d3ee8e5b.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0311_jpg.rf.50115e02613ad286adc25371b9618b30.jpg,2025,mixed
